eta,iters,conv
0.001,,False
0.011183673469387756,,False
0.02136734693877551,,False
0.031551020408163266,,False
0.04173469387755102,,False
0.051918367346938776,,False
0.06210204081632653,,False
0.07228571428571429,,False
0.08246938775510204,,False
0.0926530612244898,,False
0.10283673469387755,,False
0.1130204081632653,,False
0.12320408163265306,,False
0.13338775510204082,,False
0.14357142857142857,,False
0.15375510204081633,,False
0.16393877551020408,,False
0.17412244897959184,,False
0.1843061224489796,,False
0.19448979591836735,,False
0.2046734693877551,,False
0.21485714285714286,,False
0.2250408163265306,,False
0.23522448979591837,,False
0.24540816326530612,,False
0.2555918367346939,,False
0.26577551020408163,,False
0.2759591836734694,,False
0.28614285714285714,,False
0.2963265306122449,,False
0.30651020408163265,,False
0.3166938775510204,,False
0.32687755102040816,,False
0.3370612244897959,,False
0.3472448979591837,,False
0.35742857142857143,,False
0.3676122448979592,,False
0.37779591836734694,,False
0.3879795918367347,,False
0.39816326530612245,,False
0.4083469387755102,,False
0.41853061224489796,,False
0.4287142857142857,,False
0.43889795918367347,,False
0.4490816326530612,,False
0.459265306122449,,False
0.46944897959183673,,False
0.4796326530612245,,False
0.48981632653061224,,False
0.5,,False
